Group,x,y,t,s
O,-26.68794346,303.6615436,0,0
O,-26.78901919,106.8772431,0,0
M,13.88721106,-427.3266302,0,0
O,-9.06364837,321.0362497,0,0
N,41.01587875,-230.8808932,0,1
O,-31.19405037,185.9609345,0,1
P,-40.83108012,98.30806467,1,0
P,8.26074744,-22.93294011,1,0
O,-9.283831087,298.6687631,0,0
O,-23.56368541,-246.0836728,0,1
O,-4.696121789,231.4785959,0,1
O,-8.799938027,-31.841235,0,1
O,-19.47094245,82.19668098,0,1
O,-8.394971923,429.2692804,0,1
P,20.32380764,-111.6245165,1,1
M,0.273314634,-180.3301187,0,0
P,5.826215868,35.37340375,0,0
O,-14.2067174,252.0022759,0,0
O,-5.174316678,144.2978525,0,1
O,-8.503915052,442.4031729,0,0
O,-5.192926089,480.1177325,0,0
M,9.732778758,-190.6205118,0,1
M,19.75992173,-294.991796,0,0
N,10.03340853,-230.8600586,0,1
O,0.306574107,341.9811665,0,0
O,-6.258227816,212.8806288,0,1
P,29.29124327,-158.3420185,1,1
O,5.181437844,299.8176285,0,0
O,5.451751991,107.3139123,0,1
N,24.08708021,-339.5284045,0,1
M,4.624904809,-26.99449982,0,1
O,-12.57607148,390.3859095,0,1
M,27.35943708,-274.0708841,0,1
P,-8.681765704,-292.1768718,0,0
O,-6.442762486,187.8021561,0,1
N,19.98636769,-210.1111118,0,0
M,16.64115568,-152.269299,0,0
P,13.97224316,-168.9435581,1,1
N,-1.891578372,-285.6853241,0,0
O,0.892533889,343.2436418,0,1
N,13.87916495,-331.3455308,0,0
O,-13.93354738,47.34446375,0,1
M,15.43493023,-488.2534835,0,0
N,26.20110821,-457.3297569,0,0
P,7.765855567,84.4082618,1,1
M,10.37354779,-141.3549467,0,0
M,14.0672431,-447.4519268,0,0
P,47.78233193,-220.6372511,0,1
M,29.83703387,-199.3117141,0,0
O,-7.661512994,35.05248742,0,1
M,28.82036497,-154.440157,0,1
P,34.52215925,-16.82323845,0,0
O,-15.44870534,192.4913997,1,0
N,28.18587581,-320.0042852,0,1
O,-22.83020601,154.3664414,0,1
P,11.14982972,-189.89363,1,1
M,22.77776123,-146.0735362,0,1
M,18.62684527,-134.6324966,0,0
N,2.935127913,-33.76846033,0,1
O,-19.52142824,237.6574817,0,1
P,18.70804793,-120.0320667,1,1
N,17.41833808,-478.5056676,0,1
M,-1.408012067,-410.1815147,0,0
O,-13.37837016,271.1154548,0,0
M,19.43691601,-249.8393739,0,0
M,28.88240127,-126.7957043,0,1
P,11.91986352,-43.97894924,0,0
P,42.58288683,-45.57787802,1,0
M,13.8835263,-240.5784603,0,0
P,23.19902972,-87.13728522,1,1
M,39.59670315,-402.2440235,0,0
M,32.38910636,-637.340381,0,1
O,-26.09879072,286.0370763,0,0
O,-13.9736281,-77.676571,0,0
O,-21.2217631,-80.00962254,0,0
O,-5.165682311,253.4739275,0,0
P,16.0877377,-130.7337188,1,1
P,-1.638540786,6.083473494,0,0
O,-25.43945463,53.85492249,0,1
M,22.56409255,-381.0840647,0,0
O,-27.70629734,289.747809,0,0
O,-11.41369228,-134.5991407,0,0
P,6.83919983,-187.1287485,1,1
O,-4.135803308,303.1372258,0,0
N,-3.631220672,-168.4554346,0,1
M,18.03978771,-107.63549,0,0
P,54.45673142,153.9493684,1,1
N,14.79441073,-164.1724875,0,0
M,3.919044543,-247.8793021,0,0
M,3.684002471,-113.1692255,0,0
P,-0.287150682,-165.6604426,0,1
N,15.63719488,-299.6622416,0,1
O,-9.735082439,71.55826279,0,1
M,33.10945842,-256.1890379,0,1
O,-27.1178341,297.8287127,0,0
P,1.796197529,14.27200553,1,0
P,31.55756066,101.8522646,1,0
N,6.473923364,-401.3052354,0,0
N,16.73424574,-424.8109941,0,0
O,-11.60968815,348.7839799,0,0
O,-13.68343877,136.1403897,0,0
O,-0.473358575,532.6622143,0,1
P,-32.8033835,-84.15204407,1,1
P,27.13204362,-378.0807143,1,0
P,16.74794627,8.54914575,1,1
P,-37.97181997,-50.98282248,1,1
N,-2.720304939,-173.7485221,0,0
N,45.57074903,-613.3499745,0,1
P,2.255955453,-87.84219664,1,0
P,21.19780101,167.3341735,1,0
O,-4.204991197,311.772586,0,1
N,14.93500221,-356.7871149,0,1
N,28.38851902,-111.7430017,0,0
M,14.14077783,-283.7390757,0,1
M,24.18790927,-398.3201339,0,1
O,9.723304488,251.5692058,0,0
N,3.745422117,-258.2923193,0,0
P,-9.997734132,-186.0302912,1,0
M,4.040506925,-325.3152695,0,0
O,-0.714415461,119.0249594,1,1
M,11.66681635,-434.3038304,0,1
O,-21.26420265,279.4622971,0,0
M,16.74976197,-188.5183522,0,1
M,10.1439736,-262.0517151,0,0
P,1.403024594,43.39956652,0,1
O,-18.50836673,74.53538893,0,0
P,63.11713409,-297.3270369,1,1
N,20.30181927,-304.0183224,0,1
O,10.30140445,491.1571784,1,0
M,24.06533449,-222.1020819,0,1
O,-16.68511149,86.43802081,0,0
O,-21.74690988,-57.56818334,0,0
M,-0.450019252,-113.2473543,0,1
P,19.84550829,16.12914827,1,1
N,14.85898673,-329.171104,0,1
O,-23.25114436,141.0593004,0,0
N,10.08947312,-117.0926803,0,1
M,11.56502954,-325.7274636,0,0
P,-1.95925654,176.031714,1,0
P,-10.33633978,-270.8005585,0,1
P,45.61361087,-104.5108525,1,1
O,-18.83156028,254.5244653,0,0
P,21.68938054,-128.8828266,1,1
O,-6.68056748,224.4377468,0,0
N,37.55686884,-475.8710482,0,0
O,-0.278884112,196.6512779,0,0
O,-3.232366218,174.6640376,0,0
N,55.76157767,-492.3741427,0,1
M,8.195996681,-252.9634004,0,0
M,17.94832319,-485.7434803,0,1
O,-4.784806539,383.8137518,0,0
P,-14.65212285,-84.90773027,1,1
P,-24.93800061,-94.78963928,1,0
O,-19.30794278,-34.08026727,0,1
N,15.21370398,-297.3761428,0,1
N,28.02234172,-364.4935282,0,0
N,35.82973866,-449.766304,0,1
O,-11.75889285,237.0925139,0,1
N,22.7261914,-203.7070185,0,0
M,35.07004324,-148.3129346,0,1
P,-11.46829729,-175.1664282,1,0
M,22.89398756,-546.9780083,0,0
M,21.81641675,-351.0636769,0,1
M,21.15326811,-74.51161698,0,1
O,-0.599741583,131.5226543,0,0
P,14.88614858,-78.80234466,1,1
N,13.23711799,-244.3222422,0,0
M,1.601118364,-404.5119122,0,0
N,33.19500419,-335.5795031,0,0
M,7.877298718,-358.8888117,0,1
M,23.40181111,-393.1981351,0,0
O,-7.415887593,429.8850312,0,1
P,53.72914255,-106.7528285,1,1
O,-13.84582105,138.0475332,0,1
O,7.530363266,417.1741331,0,0
O,-22.66416927,94.65082894,0,1
M,22.08518671,-321.9658119,0,0
M,14.11120679,-165.5710552,0,0
O,-4.103812882,432.1250561,0,1
N,13.6530079,-464.6285337,0,1
M,22.3319319,-424.2835116,0,0
P,13.23661789,-57.32333528,1,0
M,25.2313992,-300.0280959,0,1
O,-14.50528741,-96.41855028,0,1
M,5.918711489,71.75357323,0,0
N,19.52848317,-114.4606281,0,1
O,-15.81563042,355.4250085,0,0
M,9.072301457,-199.183408,0,0
M,26.67594943,-148.7720988,0,0
P,-11.06572047,-258.0466866,1,1
P,23.78078735,-308.8594232,1,0
P,-17.85272293,-78.13973845,1,1
P,53.23970863,-29.85054037,1,1
P,40.77768176,-208.2039264,1,1
M,12.57969823,-279.4165992,0,1
N,39.50451687,-362.9612059,0,1
N,19.36333296,-385.1173778,0,1
M,11.17883572,-61.67163103,0,1
O,-26.43903811,165.023743,0,0
M,18.54545684,-417.714349,0,0
P,53.61525372,25.88878396,1,1
O,-4.199693382,213.8999983,0,1
P,9.488164435,-12.05997289,0,0
P,-21.12707391,59.39100159,1,1
P,62.45010069,-341.7201239,1,0
N,14.26471709,-163.7354188,0,0
P,-2.532116402,-169.855826,1,0
M,11.17205321,-362.4960135,0,1
P,20.13910647,-169.09763,1,0
N,21.01648089,-407.4312654,0,0
P,-31.92622124,-108.9585163,0,0
O,-15.10461138,275.9920199,0,0
M,27.52880951,-170.2083071,0,0
O,0.655121706,446.9632635,0,0
M,19.55433306,-266.4386757,0,1
N,20.53775769,-506.0263815,0,0
N,10.90421138,-316.2590698,0,1
P,19.33988297,77.5613207,1,1
N,11.82833699,-44.91530732,0,1
N,11.14501828,-160.4053182,0,1
O,-12.65984679,89.65720991,0,1
P,11.57079312,-189.408296,1,1
P,11.79538045,-53.28147128,1,0
O,-3.494093468,102.1891337,0,1
N,-12.63142657,-307.2631121,0,1
M,14.94800046,-208.9143275,0,0
N,29.53357828,-261.457587,0,0
O,-17.45886298,-11.21981044,0,0
M,30.55048931,-333.2150304,0,1
O,-14.48373088,231.7785343,0,0
O,7.267571521,306.0961687,0,1
M,13.23700102,-266.4706116,0,0
N,15.14721233,-312.3623396,0,1
O,13.24242425,246.5075237,0,0
M,28.0638111,-468.9038212,0,0
N,27.07158066,-468.5469433,0,1
P,-6.063522606,156.6475196,1,1
P,-9.740601109,177.2198593,1,0
M,-3.480534187,-129.5145603,0,1
P,-28.52177875,-88.19131031,1,1
N,33.44630565,-350.0556409,0,0
P,-34.66673732,-42.73167804,1,1
M,17.1628101,-312.0471939,0,0
N,23.99863125,-261.7125689,1,0
P,-45.13768353,-370.0691249,1,0
P,45.02894601,45.22163148,1,0
N,27.13823695,-308.3317769,0,1
O,-27.28995983,31.23750517,0,0
M,14.04575741,-306.5730685,0,0
P,5.272913821,-0.402016475,1,1
P,-34.58885054,-196.9977251,0,0
N,12.809359,-290.573178,0,1
O,1.55702949,423.9759438,0,1
P,22.84709604,-50.91205065,0,0
P,-1.303225452,-43.95674586,0,0
O,-2.131953233,275.8960988,0,0
N,22.32624573,-458.0816035,0,1
O,-2.456482776,423.9069591,0,1
N,6.76520759,-143.9361485,0,1
M,12.00100454,-352.7399807,0,0
P,-14.30340334,-80.84296006,1,1
M,46.26806767,-238.2455548,0,0
N,25.06986483,-296.3035799,0,0
N,45.69358403,-372.203174,0,1
N,2.093008063,-335.6860778,0,1
O,-16.2854086,232.5335588,0,1
N,9.400638628,-215.7592299,0,1
O,-7.41744836,223.6757373,0,0
N,23.51792887,-292.8432049,0,1
P,-3.31430022,72.18511736,1,1
P,-3.985103596,1.052965897,1,0
M,-5.213839819,-185.8429682,0,0
P,-2.074957893,-33.84466909,1,1
O,-4.123422766,361.738632,0,1
N,22.98100672,-76.49505524,0,1
M,-11.94581694,-300.3140162,0,0
N,31.81979314,-239.370035,0,0
O,0.330894399,146.1127464,0,1
M,9.23058754,-259.579265,0,1
M,22.90761612,-183.1971991,0,1
O,-10.03973156,192.8045207,0,0
M,30.73061448,-150.2704421,0,1
M,29.15218752,-626.4790443,0,1
N,27.22573822,-300.2909594,0,0
P,-23.06474461,152.3523103,0,0
P,-30.83458462,53.0189787,1,1
N,-2.209682304,-133.3204822,0,0
M,27.6417413,-375.4945608,0,1
O,-17.68356273,-45.32108169,0,1
O,3.875799034,187.2012813,0,0
O,-8.917384946,226.8633497,0,1
P,22.6011364,160.8701802,1,0
M,20.99988693,-190.7003828,0,1
O,-18.25697974,242.5362056,0,0
M,15.02837649,-300.8388244,0,0
M,14.99608553,-314.5762529,0,1
P,21.47906482,63.61965707,1,1
M,19.21882421,-357.8136209,0,0
P,22.90783104,-96.39255225,1,1
N,-2.415284316,-57.92846674,0,0
N,22.43761933,-44.94832929,0,1
O,-10.69479114,123.3813143,0,0
O,-20.41025357,188.2368296,0,0
N,20.95692988,-354.6184633,0,0
P,-4.139042336,2.536324853,0,1
N,-13.89345522,-170.3984269,0,1
O,-26.56937708,42.35258757,0,0
P,20.48418507,43.74912332,0,1
O,-23.32766906,246.2388029,0,0
P,2.940166614,-35.14765137,1,1
P,26.27378098,-142.2680789,1,1
O,0.459862889,336.0179154,0,0
O,-18.50058815,295.9841818,0,0
M,30.02419912,-353.8632516,0,0
O,-31.60634233,-4.36303614,0,1
P,-15.27358204,-124.3018758,1,1
N,28.11124474,-401.4574797,0,0
O,-28.56571231,245.3725408,0,1
M,42.13052495,-410.0257446,0,0
M,21.7012895,-348.8253732,0,0
M,26.01328895,-89.93806118,0,0
N,21.63405533,-37.87359263,0,1
M,26.82797373,-344.4701294,1,0
N,31.00715618,-455.0285051,0,1
P,5.242760723,-213.3950362,1,0
M,12.35994899,-0.35848377,0,0
N,28.36211805,-467.333647,0,1
P,16.4576683,-270.120864,0,0
N,7.513175862,-230.9240196,0,0
P,-15.24289369,85.79497497,1,1
P,-19.05540715,-110.5250271,1,1
P,0.135818505,7.293021028,1,1
O,-6.303942622,344.0877137,0,0
O,-19.09424924,172.6728473,0,1
O,-1.21084898,-12.49995397,0,1
N,30.77816718,-456.9105494,0,0
P,23.52224031,-54.89559952,1,1
M,18.30139464,-119.7701719,0,1
O,-11.9779535,128.5210225,0,0
N,21.47697046,-262.049084,0,0
O,-5.078883368,88.38521211,0,0
O,-19.06892542,118.7542435,0,0
O,-4.021248477,153.9392654,0,1
P,-0.026461752,-110.9381592,1,1
M,-0.820563852,-197.0363969,0,1
N,22.91611949,-321.8775969,0,0
N,10.3570021,-242.7537573,0,1
M,32.18312044,-129.8680494,0,1
N,29.3411622,-385.7967544,0,0
N,20.85499263,-352.1438282,0,0
M,15.17892148,-392.1549021,0,0
M,24.52353445,-320.6767002,0,0
P,-22.20144638,-208.8651478,1,0
M,12.9822124,-163.0132137,0,0
O,3.179831182,329.7680515,0,0
N,24.63360921,-165.7580489,0,1
O,-9.940718113,253.2532656,0,0
N,5.040728182,-222.5589933,0,0
M,24.12761578,-181.3041484,0,1
P,-3.070870421,-138.4449798,1,0
O,-19.06756515,98.02620379,0,1
O,6.667631311,610.6167697,0,1
N,-11.58154091,-31.33363373,0,0
N,29.30539214,-140.2084521,1,0
P,20.94549359,114.1975991,1,1
N,47.59001684,-440.3470052,0,1
N,29.01019193,-247.473816,0,1
N,-5.689684098,-153.8050302,0,0
M,25.49922207,-123.8240426,0,0
N,17.27880978,-296.0883331,0,0
O,-4.180236199,152.5489398,0,1
O,3.042583283,174.8832259,0,1
P,17.27587971,111.1159525,1,0
M,6.62660016,-318.6464026,0,1
O,-13.93231111,249.5429549,0,1
M,10.81735131,13.99906139,0,1
N,60.16830881,-466.2638169,0,1
M,8.457236245,-410.3858116,1,0
M,4.686766613,-307.2780198,0,0
O,-22.75324798,-11.78943341,0,0
M,32.74900033,-451.257702,0,1
N,6.629981661,-263.7694693,0,1
O,0.668593866,211.7244148,0,1
M,22.01217063,-275.9168267,0,1
P,-3.016713552,37.74563916,1,0
P,-28.58223936,-99.05376858,1,1
O,-11.47194261,287.0011334,0,0
O,11.40994881,505.4088624,0,0
M,2.635365738,-126.5537358,0,1
M,28.3229185,-112.5281878,0,1
N,5.374948778,-398.4756559,0,0
M,16.01409216,-235.246521,0,0
O,-21.66993738,96.04091009,0,0
O,-18.62474119,-55.690473,0,1
P,55.1073547,170.5784706,1,0
M,5.357438673,-190.6623533,0,0
O,-6.927255497,74.7710425,0,0
O,-8.004887911,352.1010539,0,1
P,12.16204535,124.17906,1,1
M,19.59585732,-272.4626669,1,0
O,-11.04475147,321.9457811,0,1
P,46.10113061,-126.5443975,0,0
M,22.01589339,-235.4731311,0,1
N,-13.39925993,-213.2797161,0,1
M,33.65794277,-340.7413692,0,0
P,-18.38877897,201.902523,1,0
O,-14.97042859,10.51285184,0,0
O,-11.04515954,331.7718199,0,1
N,57.32477186,-337.1425639,0,0
M,33.77173047,-340.4536825,0,1
O,-16.22696689,76.86443894,0,0
N,4.765754529,26.4948349,0,1
M,9.369749496,-268.9296618,0,1
P,37.37978059,121.9373199,0,1
P,-0.878021653,-79.08175973,1,1
M,30.44595996,-226.8656982,0,1
N,20.00746036,-329.8457791,1,0
O,-27.16028863,230.2562738,0,1
P,-2.853877575,103.7493779,0,0
P,51.8747881,-62.55880765,0,1
O,-25.15991203,113.5149258,0,1
O,-14.33038218,218.8344327,0,1
O,-7.333386325,368.8705828,0,0
N,16.32807408,-302.1488291,0,1
M,22.09308166,-176.7283234,0,1
N,25.03809249,-205.7718789,0,0
N,17.49891083,-97.7987392,1,1
P,13.99082158,-70.21663223,1,1
P,33.03978211,-340.760435,1,1
O,-6.612617963,297.382251,0,0
O,0.195301798,-10.0217758,0,0
N,-0.614070894,-200.7890115,0,0
O,-18.33390156,174.7734089,1,0
M,-3.890556785,-256.9877443,0,1
O,-23.38182815,65.43552646,0,0
M,7.644380811,-218.9925495,0,1
N,23.29932886,-357.3336235,0,0
N,42.74554225,-249.4862235,0,1
O,4.082994557,165.8874473,0,1
N,8.144432383,-255.690406,0,1
O,-14.78841691,-45.48140355,0,1
N,14.34615309,-305.585988,0,1
M,15.12090133,-272.5360443,0,0
N,35.21681385,-407.0677048,0,1
M,4.221239986,-183.3797664,0,1
O,-6.677466113,43.40516802,0,1
M,18.41924739,-309.1905343,0,0
O,4.299075342,486.9532475,0,1
N,18.56498908,-64.48005606,0,1
P,-21.47608896,-38.65587997,1,1
P,-12.86605377,-417.4284339,1,0
N,17.93992112,-248.3536805,0,1
P,33.54938889,13.68752963,1,1
M,13.74811843,-165.5285683,0,1
N,21.69881323,-185.5887816,0,1
M,36.62811701,-506.1792487,0,1
O,-40.46741284,-101.8061648,0,0
P,28.00471757,-134.6176724,1,0
O,-29.81648672,147.6489094,0,1
P,25.14720856,9.074331426,0,0
O,-24.39629948,124.05521,0,0
P,1.626955527,86.56800947,0,0
N,23.74092087,-296.036521,0,1
P,46.8605842,-87.73220896,0,0
O,5.194837149,486.6469997,0,1
M,22.72243973,-221.9474905,1,1
O,-14.82722834,-177.9742692,0,0
N,15.20310942,-280.932851,0,1
P,2.486375309,-227.6826915,1,1
M,-15.86657338,-59.76719402,0,0
P,41.20319661,-227.8644955,0,0
O,-0.679995453,223.0669086,0,0
P,65.67355657,-186.7538017,1,0
M,3.866934899,-138.8373121,0,0
M,20.4455802,-414.9810568,0,0
M,4.255369357,-220.533599,0,0
N,45.53254605,-487.4224046,0,0
M,29.99090047,-271.5993994,0,1
M,-4.635478967,-201.1374408,0,1
O,-12.01670925,63.33614464,0,1
N,29.9054277,-318.3383526,0,1
M,29.76599146,-140.0475542,0,0
N,1.855717747,-17.44148256,0,1
N,14.04012269,-209.2499955,0,0
N,14.5401913,-285.2706346,1,0
O,-17.05415929,-22.4520642,0,1
O,-2.996065631,214.5782419,0,1
M,14.9232267,-189.2653816,0,1
P,-38.76616958,117.2292507,0,1
P,9.826379757,273.8748436,1,1
N,19.80873997,-376.6534649,0,1
N,8.602265084,-394.1122874,0,0
P,35.80171335,140.5495085,1,0
M,35.53203139,-347.9787145,0,1
O,-9.849850322,314.2064825,0,0
O,-14.48708253,63.37381993,0,0
P,17.45067995,-153.3429498,0,1
M,11.50496678,-176.8236452,0,0
P,15.80393714,150.1628579,1,0
P,29.11015848,12.1717867,1,0
N,25.6691487,-282.3846964,0,0
M,12.36693484,-470.3327522,0,1
N,8.559175598,-253.821802,0,1
M,11.41188442,-396.5487833,0,1
P,24.07915529,-74.26464638,1,0
M,21.29672128,-114.6988895,0,0
O,8.707210713,337.1995201,0,1
P,26.13709945,-88.35597343,1,0
O,14.03987618,549.2235464,1,0
M,18.28000999,13.48544249,0,0
M,25.67410191,-454.5027511,0,0
O,-13.76322574,266.6142977,0,1
P,36.51400773,-49.79028756,1,1
P,31.5894516,-155.2233773,1,1
P,30.70384622,63.21398931,1,1
N,31.98653757,-97.93374885,0,1
P,24.92735527,73.15392896,0,0
N,20.5489188,-124.9561683,0,1
P,33.26924388,-188.1900821,0,0
M,29.96372226,-265.5771113,0,0
P,-8.481356069,263.7847029,1,0
M,11.17844748,-63.66032978,0,0
O,-10.92963793,-1.140790409,1,1
P,-0.988218676,-14.78386937,0,0
N,16.26176486,-335.8180679,0,0
M,12.91526053,-380.7432382,0,1
M,22.9187139,-608.203572,0,0
P,35.15966033,29.53896533,1,1
O,-6.945725153,177.9412583,0,0
N,29.90115192,-471.032773,0,1
P,-40.11369777,-36.30580548,1,1
M,16.30853918,-342.9880799,0,1
N,7.608961502,-65.89340351,0,0
M,18.06314084,-415.4255086,0,1
N,30.26762569,-223.3261865,0,0
M,13.22366391,-188.6888836,0,0
O,-8.946103739,26.248207,0,0
O,-20.94122537,373.3300692,0,0
M,27.81121217,-526.2567201,1,0
M,-0.089050105,-115.4930385,0,1
P,59.60487606,-57.26743371,1,1
N,20.42121626,-133.3757405,0,0
M,20.65342789,-142.8571144,0,1
P,24.8512368,-146.9604628,1,1
M,14.18724269,-450.4370744,0,0
P,-16.7192491,35.01388437,1,1
O,-3.506804919,219.7502617,0,0
O,-15.07117778,316.6323163,0,0
M,10.68082293,-23.24108788,0,1
M,34.26022913,-293.2498221,0,0
M,5.504376738,-299.3992903,0,0
M,13.84967486,-192.9221468,0,0
O,-16.62194298,128.8147036,0,1
P,-15.82375005,17.26668666,1,1
O,-4.495742056,258.7612951,0,1
M,11.25167105,-29.32222103,0,1
O,-9.066951264,227.2205606,0,0
N,35.54926259,-529.062393,0,0
O,-14.43344509,15.15848058,0,1
O,12.44538274,295.4842507,0,1
P,33.81461779,-137.5334501,1,0
M,3.237352057,-529.4336947,0,0
M,37.48750386,-510.3712481,0,0
P,21.82921157,-32.43272472,1,1
M,7.429148379,-227.3818012,0,1
O,-15.50828702,192.203619,0,1
N,0.063400796,114.067982,0,0
N,26.52338938,-257.5274662,0,1
N,26.67980844,-214.0022913,0,0
M,18.45166734,-122.7880742,0,1
M,9.096464835,-149.3987841,0,0
P,-5.426205159,-14.04641856,1,1
N,21.87284377,-312.3857109,0,0
N,16.97646989,-118.6195402,0,1
M,4.34403665,-208.9593782,0,0
P,42.47104901,63.27136525,1,1
P,-19.42103807,109.1320992,1,0
N,25.49969511,-427.4030924,0,0
M,12.07074879,-522.0480268,0,0
O,-11.62859135,219.9262081,0,1
M,6.597265203,-65.07384943,0,0
O,-25.9362263,-131.39709,0,1
N,-0.932227852,-322.5737889,0,1
O,11.77343623,475.2416304,0,1
O,-18.95763438,152.987397,0,0
M,6.9508337,-90.1165407,0,0
P,25.13274423,28.20329397,0,0
M,25.7561416,-396.3634272,0,1
N,39.92656651,-494.9643726,0,0
M,30.75340992,-456.3195204,0,1
O,-8.649030462,472.4225659,0,0
O,-4.959279244,182.6397718,0,0
M,8.448708955,-240.0403766,0,1
N,-1.354993271,-39.02815332,0,0
N,31.49109792,-127.1698703,0,0
O,3.161233162,360.3813545,0,1
N,24.63939764,-425.0951091,0,0
N,18.27407769,-27.81300971,0,1
M,34.80832496,-377.9546001,0,0
N,-3.822250042,-80.00067062,0,0
M,44.58482061,-265.7874706,1,1
P,11.9893459,-38.71235088,0,0
P,21.83194631,-27.49805007,1,1
P,-16.93898326,-46.48628717,0,0
O,-2.946125803,445.8959981,0,0
N,10.14617986,-182.8417585,0,1
N,12.60717602,-586.0787062,0,0
P,33.44201552,24.61327713,1,1
M,2.28076657,-277.087722,0,0
N,27.08784715,-343.300158,0,0
M,-5.372612567,-78.70705341,0,1
M,19.80397462,-571.444039,0,1
O,-8.408262114,215.0375931,0,1
P,-14.74591826,-150.83682,1,1
O,-13.43636191,93.3143624,0,1
O,6.447959367,251.18415,0,1
M,25.96968332,-283.4430528,0,0
P,-1.783621419,-114.3065449,1,1
P,21.03930632,-31.46116407,1,0
P,3.84581769,197.5718746,1,1
O,7.654170819,213.8711977,0,0
M,23.13745719,-546.5632228,0,0
P,33.65448551,-202.1460588,1,1
M,31.74500016,-523.0908126,0,1
N,24.00654502,-282.1892804,0,0
M,8.500084456,-252.9053777,0,1
P,35.7335116,-82.63474372,0,1
O,-9.50903834,340.3600756,0,1
O,0.564906011,256.478306,0,0
M,11.59987296,-382.0866622,0,1
O,-0.647768005,209.0288716,0,1
P,8.676411824,-256.3088519,0,0
N,31.52601614,-364.3122682,0,0
P,-5.721774587,-282.1115428,1,1
N,-12.41803852,-402.1923187,0,0
P,5.166760043,3.375368099,1,1
M,10.42252003,-361.8261669,0,1
N,7.070545585,-199.1241703,0,0
M,15.59216585,-279.0053406,0,1
O,10.64218497,313.0682909,0,1
N,-5.960781244,-218.1622731,0,0
P,1.584158959,-0.465531114,1,1
M,17.65218185,-174.5496363,0,0
M,25.0467412,-301.0104492,0,1
M,9.94144916,-202.6750749,0,1
M,16.0502682,-492.7127489,0,0
N,15.70159569,-235.9636392,1,1
N,49.97017383,-462.9932813,0,1
N,23.63511712,-325.8103069,0,0
O,-24.64717849,116.0873829,0,1
N,-6.256238063,-265.2736748,0,1
M,24.98279892,-280.7882012,0,0
M,5.504118553,-290.065538,0,1
N,36.31289203,-383.1633946,0,1
O,11.71764613,138.5936222,0,0
O,-16.16697625,-23.73650797,0,1
P,38.63270447,-86.9877126,1,0
N,32.13435178,-303.9121055,0,1
P,-5.742774768,-45.84770021,1,1
P,55.05867371,-298.7148525,1,1
N,-1.204035426,-129.552603,0,0
N,21.2867498,-534.2405062,0,0
P,-2.701064538,200.3042963,0,1
N,23.36300621,-273.1676864,0,0
P,33.2839982,-229.8823249,0,1
M,18.24788793,-208.9678387,0,0
O,0.588695363,276.8807209,0,0
M,9.498289513,-108.8411397,0,1
O,-14.41104319,413.3212143,0,0
N,16.81692616,-431.5101329,0,1
P,-5.927320154,12.71298796,1,1
P,39.70238543,7.122986089,1,1
O,-10.47104996,297.112129,0,1
O,4.845900416,520.4213397,0,1
N,16.15080902,-481.8323806,0,0
M,22.05282204,-299.8291822,0,1
M,24.43109894,-220.6548615,0,0
O,-5.307329501,89.17104503,0,0
N,24.97786745,-452.6630474,0,1
P,3.434807529,-103.1816377,1,0
O,-18.01188742,321.9377511,0,0
P,21.20854492,-197.5977937,1,1
N,11.46150892,-239.8912251,0,0
O,-2.422057159,334.9929989,0,1
P,16.99523083,-27.92985094,1,1
P,3.177676625,-114.6479413,0,1
O,-0.930711811,186.2490939,0,0
O,-26.58616326,-82.62945796,0,0
M,12.46852123,-224.6021792,1,1
P,29.64553512,-9.380140488,0,1
P,8.368157061,-17.18547706,0,1
P,37.59105068,-161.5505285,1,1
P,-10.43682204,-67.58052151,1,0
M,9.234339375,-322.0328276,0,1
P,-2.604379954,-466.8478615,1,1
P,-1.335488617,-217.8822423,1,0
P,-48.38912796,-142.7861647,1,1
N,-1.717982302,-67.22434374,0,1
O,-9.570016233,74.99738924,0,0
O,-2.656692752,172.4294915,0,0
P,31.96722817,160.8640993,1,0
M,31.47000738,-214.5627925,0,1
P,30.38940173,1.743098347,1,1
P,-36.86127371,-130.144407,1,1
O,-5.778488224,275.9020903,0,0
O,-3.033946421,140.8744293,0,0
M,22.33733513,-410.2838416,0,0
N,34.36220713,-348.9285993,0,1
P,12.41974255,-242.9241644,1,1
M,35.69894385,-465.7501392,0,0
P,-3.08457942,169.7366247,0,1
O,-18.56788333,210.151021,0,1
N,25.85215395,-168.6521236,1,1
M,39.67304269,-318.6265774,0,0
O,-22.78889902,327.4529141,0,1
P,8.403681419,-62.67018002,0,0
M,32.19707088,-165.9528112,0,1
P,48.48183174,-203.42093,1,1
N,-1.646480824,-188.3106567,0,1
O,-12.89863859,179.0679865,0,0
O,-6.16190701,158.5889458,0,0
M,15.35261088,-354.5027767,0,0
